dataset,condition,turns,experiment_id,question_id,model,outside_judges,own_overall_score,outside_overall_score_mean,rubric_sp_bias,own_rank,outside_rank_mean,rank_self_preference_effect,decision_own_picks,decision_comparisons,decision_own_pick_rate
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,00368a91-5f7f-4361-84bc-15701d6053bb,gemini-3.7-flash,7,5.0,4.2,0.7999999999999998,1.0,2.0,-1.0,7,7,1.0
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,00368a91-5f7f-4361-84bc-15701d6053bb,gpt-5.6-sol,7,2.6,1.9142857142857144,0.6857142857142857,5.0,4.857142857142857,0.14285714285714324,3,7,0.42857142857142855
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,00368a91-5f7f-4361-84bc-15701d6053bb,gpt-5.6-terra,7,2.2,3.165714285714286,-0.9657142857142857,2.0,3.7142857142857144,-1.7142857142857144,6,7,0.8571428571428571
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,0049403c-14f3-42c6-a458-c3e8c23ff06b,Qwen/Qwen3.5-122B-A10B-FP8,7,4.6,4.128571428571428,0.47142857142857153,5.0,5.0,0.0,3,7,0.42857142857142855
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,0049403c-14f3-42c6-a458-c3e8c23ff06b,Qwen/Qwen3.8-27B-FP8,7,3.6,3.762857142857143,-0.1628571428571428,8.0,7.714285714285714,0.2857142857142856,0,7,0.0
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,0049403c-14f3-42c6-a458-c3e8c23ff06b,claude-opus-5,7,4.8,4.7542857142857144,0.045714285714285374,1.0,1.7142857142857142,-0.7142857142857142,7,7,1.0
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,0049403c-14f3-42c6-a458-c3e8c23ff06b,claude-sonnet-5,7,3.9,4.274285714285714,-0.3742857142857141,4.0,3.7142857142857144,0.2857142857142856,4,7,0.5714285714285714
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,0049403c-14f3-42c6-a458-c3e8c23ff06b,gemini-3.1-pro-preview,7,5.0,3.942857142857143,1.057142857142857,4.0,6.285714285714286,-2.2857142857142856,4,7,0.5714285714285714
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,0049403c-14f3-42c6-a458-c3e8c23ff06b,gemini-3.7-flash,7,4.84,4.0371428571428565,0.8028571428571434,4.0,4.142857142857143,-0.14285714285714324,4,7,0.5714285714285714
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,0049403c-14f3-42c6-a458-c3e8c23ff06b,gpt-5.6-sol,7,4.38,4.185714285714286,0.19428571428571395,1.0,5.0,-4.0,7,7,1.0
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,0049403c-14f3-42c6-a458-c3e8c23ff06b,gpt-5.6-terra,7,3.3600000000000003,4.491428571428572,-1.1314285714285717,1.0,3.5714285714285716,-2.5714285714285716,7,7,1.0
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,007e7c6b-4553-4eef-a6f8-c8577fa35243,Qwen/Qwen3.5-122B-A10B-FP8,7,3.6,3.222857142857143,0.3771428571428572,7.0,7.428571428571429,-0.4285714285714288,1,7,0.14285714285714285
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,007e7c6b-4553-4eef-a6f8-c8577fa35243,Qwen/Qwen3.8-27B-FP8,7,3.0,3.2314285714285718,-0.23142857142857176,8.0,7.571428571428571,0.4285714285714288,0,7,0.0
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,007e7c6b-4553-4eef-a6f8-c8577fa35243,claude-opus-5,7,4.6,4.574285714285715,0.025714285714284912,1.0,1.5714285714285714,-0.5714285714285714,7,7,1.0
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,007e7c6b-4553-4eef-a6f8-c8577fa35243,claude-sonnet-5,7,4.0600000000000005,3.8685714285714283,0.19142857142857217,5.0,5.142857142857143,-0.14285714285714324,3,7,0.42857142857142855
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,007e7c6b-4553-4eef-a6f8-c8577fa35243,gemini-3.1-pro-preview,7,4.6,3.7485714285714287,0.851428571428571,4.0,5.571428571428571,-1.5714285714285712,4,7,0.5714285714285714
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,007e7c6b-4553-4eef-a6f8-c8577fa35243,gemini-3.7-flash,7,4.76,4.0600000000000005,0.6999999999999993,2.0,4.0,-2.0,6,7,0.8571428571428571
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,007e7c6b-4553-4eef-a6f8-c8577fa35243,gpt-5.6-sol,7,4.6,4.277142857142857,0.32285714285714295,1.0,3.4285714285714284,-2.4285714285714284,7,7,1.0
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,007e7c6b-4553-4eef-a6f8-c8577fa35243,gpt-5.6-terra,7,3.28,4.611428571428571,-1.3314285714285714,1.0,2.2857142857142856,-1.2857142857142856,7,7,1.0
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,00bf2180-f8e4-49b3-974b-7af8a4a3b34b,Qwen/Qwen3.5-122B-A10B-FP8,7,5.0,3.934285714285714,1.0657142857142858,4.0,6.0,-2.0,4,7,0.5714285714285714
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,00bf2180-f8e4-49b3-974b-7af8a4a3b34b,Qwen/Qwen3.8-27B-FP8,7,3.2,3.882857142857143,-0.6828571428571428,8.0,7.0,1.0,0,7,0.0
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,00bf2180-f8e4-49b3-974b-7af8a4a3b34b,claude-opus-5,7,4.6,4.591428571428572,0.008571428571428008,1.0,2.2857142857142856,-1.2857142857142856,7,7,1.0
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,00bf2180-f8e4-49b3-974b-7af8a4a3b34b,claude-sonnet-5,7,4.3,4.322857142857143,-0.02285714285714313,2.0,3.857142857142857,-1.8571428571428572,6,7,0.8571428571428571
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,00bf2180-f8e4-49b3-974b-7af8a4a3b34b,gemini-3.1-pro-preview,7,5.0,4.128571428571428,0.8714285714285719,3.0,4.0,-1.0,5,7,0.7142857142857143
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,00bf2180-f8e4-49b3-974b-7af8a4a3b34b,gemini-3.7-flash,7,4.8,4.1971428571428575,0.6028571428571423,2.0,4.285714285714286,-2.2857142857142856,6,7,0.8571428571428571
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,00bf2180-f8e4-49b3-974b-7af8a4a3b34b,gpt-5.6-sol,7,4.54,3.982857142857143,0.5571428571428569,2.0,5.857142857142857,-3.8571428571428568,6,7,0.8571428571428571
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,00bf2180-f8e4-49b3-974b-7af8a4a3b34b,gpt-5.6-terra,7,3.38,4.382857142857143,-1.0028571428571427,1.0,4.571428571428571,-3.571428571428571,7,7,1.0
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,00f81646-aa86-459e-a2c7-3d9a0b6d9b5a,Qwen/Qwen3.5-122B-A10B-FP8,7,3.8,3.051428571428571,0.7485714285714287,8.0,7.428571428571429,0.5714285714285712,0,7,0.0
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,00f81646-aa86-459e-a2c7-3d9a0b6d9b5a,Qwen/Qwen3.8-27B-FP8,7,2.0,3.108571428571428,-1.108571428571428,8.0,7.428571428571429,0.5714285714285712,0,7,0.0
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,00f81646-aa86-459e-a2c7-3d9a0b6d9b5a,claude-opus-5,7,4.7,4.711428571428571,-0.011428571428570677,1.0,1.8571428571428572,-0.8571428571428572,7,7,1.0
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,00f81646-aa86-459e-a2c7-3d9a0b6d9b5a,claude-sonnet-5,7,3.6,4.022857142857143,-0.42285714285714304,6.0,4.285714285714286,1.7142857142857144,2,7,0.2857142857142857
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,00f81646-aa86-459e-a2c7-3d9a0b6d9b5a,gemini-3.1-pro-preview,7,5.0,4.18,0.8200000000000003,2.0,3.142857142857143,-1.1428571428571428,6,7,0.8571428571428571
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,00f81646-aa86-459e-a2c7-3d9a0b6d9b5a,gemini-3.7-flash,7,4.9,4.225714285714285,0.6742857142857153,3.0,3.857142857142857,-0.8571428571428572,5,7,0.7142857142857143
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,00f81646-aa86-459e-a2c7-3d9a0b6d9b5a,gpt-5.6-sol,7,4.5,3.7714285714285714,0.7285714285714286,2.0,4.714285714285714,-2.7142857142857144,6,7,0.8571428571428571
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,00f81646-aa86-459e-a2c7-3d9a0b6d9b5a,gpt-5.6-terra,7,3.88,4.091428571428572,-0.21142857142857174,1.0,4.0,-3.0,7,7,1.0
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,01027fb8-7621-4c2f-8691-b48f2dc55534,Qwen/Qwen3.5-122B-A10B-FP8,7,3.6,3.8228571428571425,-0.22285714285714242,7.0,6.285714285714286,0.7142857142857144,1,7,0.14285714285714285
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,01027fb8-7621-4c2f-8691-b48f2dc55534,Qwen/Qwen3.8-27B-FP8,7,4.6,3.8657142857142857,0.734285714285714,2.0,6.428571428571429,-4.428571428571429,6,7,0.8571428571428571
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,01027fb8-7621-4c2f-8691-b48f2dc55534,claude-opus-5,7,4.3,4.448571428571428,-0.14857142857142858,1.0,1.8571428571428572,-0.8571428571428572,7,7,1.0
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,01027fb8-7621-4c2f-8691-b48f2dc55534,claude-sonnet-5,7,4.1,4.222857142857142,-0.12285714285714278,3.0,4.142857142857143,-1.1428571428571432,5,7,0.7142857142857143
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,01027fb8-7621-4c2f-8691-b48f2dc55534,gemini-3.1-pro-preview,7,5.0,4.0685714285714285,0.9314285714285715,3.0,4.285714285714286,-1.2857142857142856,5,7,0.7142857142857143
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,01027fb8-7621-4c2f-8691-b48f2dc55534,gemini-3.7-flash,7,4.96,4.251428571428571,0.7085714285714291,2.0,3.0,-1.0,6,7,0.8571428571428571
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,01027fb8-7621-4c2f-8691-b48f2dc55534,gpt-5.6-sol,7,4.0,3.525714285714286,0.4742857142857142,2.0,7.571428571428571,-5.571428571428571,6,7,0.8571428571428571
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,01027fb8-7621-4c2f-8691-b48f2dc55534,gpt-5.6-terra,7,3.18,4.308571428571429,-1.1285714285714286,1.0,4.571428571428571,-3.571428571428571,7,7,1.0
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,01517059-bf80-45cb-ad1a-f2412371b2f0,Qwen/Qwen3.5-122B-A10B-FP8,7,5.0,3.957142857142857,1.0428571428571431,5.0,5.428571428571429,-0.4285714285714288,3,7,0.42857142857142855
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,01517059-bf80-45cb-ad1a-f2412371b2f0,Qwen/Qwen3.8-27B-FP8,7,4.8,3.7885714285714287,1.0114285714285711,4.0,6.714285714285714,-2.7142857142857144,4,7,0.5714285714285714
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,01517059-bf80-45cb-ad1a-f2412371b2f0,claude-opus-5,7,4.4,4.5,-0.09999999999999964,1.0,1.8571428571428572,-0.8571428571428572,7,7,1.0
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,01517059-bf80-45cb-ad1a-f2412371b2f0,claude-sonnet-5,7,4.0600000000000005,4.088571428571429,-0.02857142857142847,7.0,5.571428571428571,1.4285714285714288,1,7,0.14285714285714285
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,01517059-bf80-45cb-ad1a-f2412371b2f0,gemini-3.1-pro-preview,7,5.0,4.2057142857142855,0.7942857142857145,3.0,4.428571428571429,-1.4285714285714288,5,7,0.7142857142857143
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,01517059-bf80-45cb-ad1a-f2412371b2f0,gemini-3.7-flash,7,4.92,4.322857142857143,0.597142857142857,2.0,3.142857142857143,-1.1428571428571428,6,7,0.8571428571428571
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,01517059-bf80-45cb-ad1a-f2412371b2f0,gpt-5.6-sol,7,4.16,4.185714285714286,-0.0257142857142858,2.0,5.428571428571429,-3.428571428571429,6,7,0.8571428571428571
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,01517059-bf80-45cb-ad1a-f2412371b2f0,gpt-5.6-terra,7,3.3200000000000003,4.36,-1.04,1.0,5.0,-4.0,7,7,1.0
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,01c8fd1c-cb80-4e27-b5ed-05cc09226f8f,Qwen/Qwen3.5-122B-A10B-FP8,7,5.0,4.017142857142857,0.9828571428571431,6.0,7.428571428571429,-1.4285714285714288,2,7,0.2857142857142857
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,01c8fd1c-cb80-4e27-b5ed-05cc09226f8f,Qwen/Qwen3.8-27B-FP8,7,4.0,4.3342857142857145,-0.3342857142857145,8.0,5.142857142857143,2.8571428571428568,0,7,0.0
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,01c8fd1c-cb80-4e27-b5ed-05cc09226f8f,claude-opus-5,7,4.7,4.8,-0.09999999999999964,1.0,2.0,-1.0,7,7,1.0
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,01c8fd1c-cb80-4e27-b5ed-05cc09226f8f,claude-sonnet-5,7,3.7600000000000002,4.548571428571429,-0.7885714285714287,7.0,5.714285714285714,1.2857142857142856,1,7,0.14285714285714285
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,01c8fd1c-cb80-4e27-b5ed-05cc09226f8f,gemini-3.1-pro-preview,7,5.0,4.494285714285715,0.5057142857142853,4.0,5.428571428571429,-1.4285714285714288,4,7,0.5714285714285714
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,01c8fd1c-cb80-4e27-b5ed-05cc09226f8f,gemini-3.7-flash,7,4.92,4.5371428571428565,0.38285714285714345,2.0,4.0,-2.0,6,7,0.8571428571428571
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,01c8fd1c-cb80-4e27-b5ed-05cc09226f8f,gpt-5.6-sol,7,4.720000000000001,4.588571428571429,0.13142857142857167,2.0,4.714285714285714,-2.7142857142857144,6,7,0.8571428571428571
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,01c8fd1c-cb80-4e27-b5ed-05cc09226f8f,gpt-5.6-terra,7,4.3,4.782857142857142,-0.4828571428571422,1.0,2.2857142857142856,-1.2857142857142856,7,7,1.0
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,01e93f69-7e48-4698-9ee5-226fd3943e55,Qwen/Qwen3.5-122B-A10B-FP8,7,4.2,3.7399999999999998,0.4600000000000004,7.0,6.714285714285714,0.2857142857142856,1,7,0.14285714285714285
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,01e93f69-7e48-4698-9ee5-226fd3943e55,Qwen/Qwen3.8-27B-FP8,7,3.0,3.4457142857142853,-0.4457142857142853,8.0,7.857142857142857,0.14285714285714324,0,7,0.0
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,01e93f69-7e48-4698-9ee5-226fd3943e55,claude-opus-5,7,4.7,4.611428571428571,0.08857142857142897,1.0,1.5714285714285714,-0.5714285714285714,7,7,1.0
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,01e93f69-7e48-4698-9ee5-226fd3943e55,claude-sonnet-5,7,4.220000000000001,4.3428571428571425,-0.12285714285714189,4.0,4.428571428571429,-0.4285714285714288,4,7,0.5714285714285714
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,01e93f69-7e48-4698-9ee5-226fd3943e55,gemini-3.1-pro-preview,7,4.6,4.148571428571429,0.45142857142857107,6.0,4.857142857142857,1.1428571428571432,2,7,0.2857142857142857
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,01e93f69-7e48-4698-9ee5-226fd3943e55,gemini-3.7-flash,7,4.880000000000001,4.2057142857142855,0.6742857142857153,2.0,4.857142857142857,-2.8571428571428568,6,7,0.8571428571428571
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,01e93f69-7e48-4698-9ee5-226fd3943e55,gpt-5.6-sol,7,4.46,4.451428571428571,0.008571428571428896,2.0,3.857142857142857,-1.8571428571428572,6,7,0.8571428571428571
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,01e93f69-7e48-4698-9ee5-226fd3943e55,gpt-5.6-terra,7,3.44,4.728571428571429,-1.2885714285714287,1.0,2.5714285714285716,-1.5714285714285716,7,7,1.0
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,021d4e21-9f26-43d3-a047-d92d41a4b923,Qwen/Qwen3.5-122B-A10B-FP8,7,5.0,3.8542857142857145,1.1457142857142855,4.0,6.428571428571429,-2.428571428571429,4,7,0.5714285714285714
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,021d4e21-9f26-43d3-a047-d92d41a4b923,Qwen/Qwen3.8-27B-FP8,7,4.0,4.045714285714285,-0.045714285714285374,8.0,6.285714285714286,1.7142857142857144,0,7,0.0
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,021d4e21-9f26-43d3-a047-d92d41a4b923,claude-opus-5,7,4.4,4.494285714285715,-0.0942857142857143,1.0,2.142857142857143,-1.1428571428571428,7,7,1.0
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,021d4e21-9f26-43d3-a047-d92d41a4b923,claude-sonnet-5,7,4.1,4.2942857142857145,-0.19428571428571484,2.0,4.571428571428571,-2.571428571428571,6,7,0.8571428571428571
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,021d4e21-9f26-43d3-a047-d92d41a4b923,gemini-3.1-pro-preview,7,5.0,3.8771428571428572,1.1228571428571428,4.0,7.0,-3.0,4,7,0.5714285714285714
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,021d4e21-9f26-43d3-a047-d92d41a4b923,gemini-3.7-flash,7,4.9399999999999995,4.26,0.6799999999999997,2.0,3.0,-1.0,6,7,0.8571428571428571
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,021d4e21-9f26-43d3-a047-d92d41a4b923,gpt-5.6-sol,7,4.46,4.319999999999999,0.14000000000000057,2.0,4.571428571428571,-2.571428571428571,6,7,0.8571428571428571
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,021d4e21-9f26-43d3-a047-d92d41a4b923,gpt-5.6-terra,7,3.6799999999999997,4.494285714285715,-0.814285714285715,1.0,3.7142857142857144,-2.7142857142857144,7,7,1.0
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,02b9afae-f5de-4175-80e5-9aa12067ec24,Qwen/Qwen3.5-122B-A10B-FP8,7,4.6,3.248571428571428,1.3514285714285714,5.0,4.428571428571429,0.5714285714285712,3,7,0.42857142857142855
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,02b9afae-f5de-4175-80e5-9aa12067ec24,Qwen/Qwen3.8-27B-FP8,7,1.2,2.0685714285714285,-0.8685714285714285,8.0,8.0,0.0,0,7,0.0
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,02b9afae-f5de-4175-80e5-9aa12067ec24,claude-opus-5,7,4.5,3.7914285714285714,0.7085714285714286,1.0,3.2857142857142856,-2.2857142857142856,7,7,1.0
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,02b9afae-f5de-4175-80e5-9aa12067ec24,claude-sonnet-5,7,2.3,2.9857142857142853,-0.6857142857142855,7.0,5.857142857142857,1.1428571428571432,1,7,0.14285714285714285
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,02b9afae-f5de-4175-80e5-9aa12067ec24,gemini-3.1-pro-preview,7,3.8,3.197142857142857,0.6028571428571428,5.0,5.285714285714286,-0.2857142857142856,3,7,0.42857142857142855
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,02b9afae-f5de-4175-80e5-9aa12067ec24,gemini-3.7-flash,7,4.9,3.4628571428571426,1.4371428571428577,2.0,3.857142857142857,-1.8571428571428572,6,7,0.8571428571428571
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,02b9afae-f5de-4175-80e5-9aa12067ec24,gpt-5.6-sol,7,4.64,4.2371428571428575,0.40285714285714214,1.0,3.4285714285714284,-2.4285714285714284,7,7,1.0
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,02b9afae-f5de-4175-80e5-9aa12067ec24,gpt-5.6-terra,7,3.4200000000000004,4.548571428571429,-1.1285714285714286,2.0,2.5714285714285716,-0.5714285714285716,6,7,0.8571428571428571
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,02ed4935-d2b9-42e8-a4f1-3147236c1a69,Qwen/Qwen3.5-122B-A10B-FP8,7,5.0,4.2057142857142855,0.7942857142857145,6.0,4.285714285714286,1.7142857142857144,2,7,0.2857142857142857
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,02ed4935-d2b9-42e8-a4f1-3147236c1a69,Qwen/Qwen3.8-27B-FP8,7,4.0,3.677142857142857,0.32285714285714295,7.0,8.0,-1.0,1,7,0.14285714285714285
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,02ed4935-d2b9-42e8-a4f1-3147236c1a69,claude-opus-5,7,4.8,4.571428571428571,0.22857142857142865,1.0,3.2857142857142856,-2.2857142857142856,7,7,1.0
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,02ed4935-d2b9-42e8-a4f1-3147236c1a69,claude-sonnet-5,7,4.34,4.105714285714286,0.234285714285714,2.0,5.428571428571429,-3.428571428571429,6,7,0.8571428571428571
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,02ed4935-d2b9-42e8-a4f1-3147236c1a69,gemini-3.1-pro-preview,7,5.0,4.2542857142857144,0.7457142857142856,3.0,4.857142857142857,-1.8571428571428568,5,7,0.7142857142857143
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,02ed4935-d2b9-42e8-a4f1-3147236c1a69,gemini-3.7-flash,7,4.76,4.282857142857143,0.47714285714285687,3.0,3.2857142857142856,-0.2857142857142856,5,7,0.7142857142857143
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,02ed4935-d2b9-42e8-a4f1-3147236c1a69,gpt-5.6-sol,7,4.08,4.211428571428572,-0.13142857142857167,3.0,5.857142857142857,-2.8571428571428568,5,7,0.7142857142857143
real_pocqi,rubric_and_ranking,,real_pocqi_combined_all_judges_v1,02ed4935-d2b9-42e8-a4f1-3147236c1a69,gpt-5.6-terra,7,3.28,4.64,-1.3599999999999999,1.0,2.4285714285714284,-1.4285714285714284,7,7,1.0
